"p","q","n"
"a62465784701121844546301428735000931854247292699956758876830618148619387911283","a92424908979853613526826424650326509040955479442053379732599918064380628582639","a5773394465356318840165201840087904089392135907940383992613798811021343415606822542683241999673038529391668147558032416964313653547145128991459378966015837"
"a58309052240066420708409005374624968507874927276337798123167122140480468542147","a82764322263687970607382869111125518736295286380803149933411791903131670439347","a4825909190487074198121217615013567117413163257177800598643133609235198971649652045503155462552207440163182262541406059524615863192796023182357908076658009"
"a97015182036146529170286151551258512475880178053089343845445580429361263816899","a99133956374460123618680938310598340812706383301465545859707519798938184400991","a9617498823631657490464127466916872522077047664027434048929632965933499627336728230442806790827604327245766250832951804526581892674606699349198110618146909"
"a95615756305417643963452924485637801927274131404764790192761200458041538805993","a78481122519123662403167115976898523703039441253818145597733673073791226074769","a7504031885364152973565438993139185468814560553585120740112737733290348160727218923857690655571295026448134523253965885229593425016439206757107432403290617"
"a77611569033430151235029049452437889430893155862239462684224085023135494708887","a66906433977686720522715712866444505947441432813629524785945901828731364894811","a5192713319439869576703019894315433691803278116339225377178269769283955003666174524411411122731765336317862112294202638259563720653213752734601587821885357"
"a109072244679631596229974193958831560738044467341120936593532670423083344296651","a84037947183306233131240243128258449176059424951149904181312427895416515989193","a9166207537551534374892198766273322855496776509621965179667270186970838230875108567416009075637809076942976385993189499665342069853627340450447186102092643"
"a60560660024694549304101609528132387792880642557657503727036329501084532758879","a84350230168134634827729367116512517507950627782371485989355668675364385923311","a5108305612217135371725596510506935822856711419850285711108717816175658307994723641450147971145136412518133503894566311840310767314568703860530150548328369"
"a68239941713966212368270466129172720024208409422962936470224726056277272312321","a69071084274956982466052369210688234414500167920224939198085777358134581758667","a4713406765043512684982091814071190218364627226427601501969137723839009476584841407112133793263181226501616015186500746753383751906317540750691825872636107"
"a83419795833323848560930816816853030241514527671496738190727858520674377143047","a110974997297556804721442128030006209643479817961492395067065897401292550216327","a9257511617165854492756667814050190198763890747125546069871409160585938505785706773889760845037434528095521805416152804210081359965978341755971384073928369"
"a104823557754981968805700144490383541499029053890876146086599520304634503199773","a104525487442587137281300452935678536930583333723404236703361573025192057899413","a10956733469805675312053147313971528955389279477573334468938650229559949966085397806342321325349066741358937370902208151702035030967614647456596229478433249"
"a96514276535480347268469323538414818258781202610086913811230479161328245207479","a85920818550818317509939398004354072437207105608680174067555131283055858867819","a8292585641768508877193257630649679643848262359676655295582809299103266560916248530925480354468238557137891645891287904527192331846476086891072789691218301"
"a115530155368199232679155355672375890271156850244317267545060217528211644311669","a68911277489002172333697677991111838761571246593071938412513876683509715670047","a7961330594925511259439755933933432609424206764321741721139841788012670826182900031316637651292645330011057671977227166584845695172840256319877000435878443"
"a72580566592808813682087886167430120122439844118086966439140583706518631253387","a75205879469606032532598419060045136645217215592747414830427233357131156055871","a5458485343014493828525647784158426028436292164027003629785570791582536377246971261051109170917115888336746958176186264543991213460475355497730672129985077"
"a73767732320289472487415877083098238154485630227260466786636230004475687024421","a90444756583931133470818059488262032909443542450360140600427539644793219487889","a6671904593457170735851573214744131921717878126118067949464430297958985088588506226203091960341912874543856320856793020667363531022760194285586667856737269"
"a87008907938931595980996990189067831741849437147440971660326694673368144995091","a87599411745384880354586555916634201402067032911419125631635637514423876523807","a7621929152058756211069067531972290355094719763631378207915317544918910068276363429561994204734613887666894143733544118929390457481005738044661118159631437"
"a81195744489128295543677125336841015733010512040674651484075268119104444700049","a81514627638782770883444058774168164658168266294022708482641035584718416916649","a6618640877885041215098108659699373651013439307334002976848117555522010404342708667442897433085331267576689722324231872178645783428074600396216532239215801"
"a114634274402676737663207387773706012664172798809509326339282470386291097285761","a85947894032502062064687310077394382817765379172355522330843340660741404773107","a9852574468854023866319351411661745876068114120627545093818797978228387744200674199379607886675897753840284063800505696845763754338158487968663697746829427"
